"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 02 09:10:58 GMT 2022","Thu Jun 02 09:10:58 GMT 2022","362","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST%20Test@MAIL.RU = true","TEST%20Test@MAIL.RU = true",""
"passed","Thu Jun 02 09:10:58 GMT 2022","Thu Jun 02 09:10:58 GMT 2022","319","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TE-_~!+=ST@MAIL.RU = true","TE-_~!+=ST@MAIL.RU = true",""
"passed","Thu Jun 02 09:10:57 GMT 2022","Thu Jun 02 09:10:58 GMT 2022","368","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST123@MAIL.RU = true","TEST123@MAIL.RU = true",""
"passed","Thu Jun 02 09:10:59 GMT 2022","Thu Jun 02 09:10:59 GMT 2022","203","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","test@test. = format_not_valid","test@test. = format_not_valid",""
"passed","Thu Jun 02 09:10:57 GMT 2022","Thu Jun 02 09:10:57 GMT 2022","530","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","Проверим корректность возвращаемых данных с правильным email и access_key","Проверим корректность возвращаемых данных с правильным email и access_key",""
"passed","Thu Jun 02 09:10:59 GMT 2022","Thu Jun 02 09:11:00 GMT 2022","33","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","Проверим права доступа к точке без access_key","Проверим права доступа к точке без access_key",""
"passed","Thu Jun 02 09:10:59 GMT 2022","Thu Jun 02 09:10:59 GMT 2022","283","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","test@test = true","test@test = true",""
"passed","Thu Jun 02 09:10:59 GMT 2022","Thu Jun 02 09:10:59 GMT 2022","210","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","@test.ru = format_not_valid","@test.ru = format_not_valid",""
"passed","Thu Jun 02 09:10:59 GMT 2022","Thu Jun 02 09:10:59 GMT 2022","192","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","test.ru = format_not_valid","test.ru = format_not_valid",""
"passed","Thu Jun 02 09:10:58 GMT 2022","Thu Jun 02 09:10:59 GMT 2022","196","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST..Kseniya@MAIL.RU = format_not_valid","TEST..Kseniya@MAIL.RU = format_not_valid",""
"passed","Thu Jun 02 09:10:57 GMT 2022","Thu Jun 02 09:10:57 GMT 2022","281","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST@MAIL.RU = true","TEST@MAIL.RU = true",""
