"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 02 09:29:19 GMT 2022","Thu Jun 02 09:29:20 GMT 2022","357","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST@MAIL.RU = true","TEST@MAIL.RU = true",""
"passed","Thu Jun 02 09:29:20 GMT 2022","Thu Jun 02 09:29:20 GMT 2022","366","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST%20Test@MAIL.RU = true","TEST%20Test@MAIL.RU = true",""
"passed","Thu Jun 02 09:29:20 GMT 2022","Thu Jun 02 09:29:21 GMT 2022","757","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TE-_~!+=ST@MAIL.RU = true","TE-_~!+=ST@MAIL.RU = true",""
"passed","Thu Jun 02 09:29:22 GMT 2022","Thu Jun 02 09:29:22 GMT 2022","258","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","test@test = true","test@test = true",""
"passed","Thu Jun 02 09:29:22 GMT 2022","Thu Jun 02 09:29:22 GMT 2022","181","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","test.ru = format_not_valid","test.ru = format_not_valid",""
"passed","Thu Jun 02 09:29:21 GMT 2022","Thu Jun 02 09:29:22 GMT 2022","182","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","test@test. = format_not_valid","test@test. = format_not_valid",""
"passed","Thu Jun 02 09:29:22 GMT 2022","Thu Jun 02 09:29:22 GMT 2022","265","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","@test.ru = format_not_valid","@test.ru = format_not_valid",""
"passed","Thu Jun 02 09:29:20 GMT 2022","Thu Jun 02 09:29:20 GMT 2022","256","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST123@MAIL.RU = true","TEST123@MAIL.RU = true",""
"passed","Thu Jun 02 09:29:21 GMT 2022","Thu Jun 02 09:29:21 GMT 2022","244","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","TEST..Kseniya@MAIL.RU = format_not_valid","TEST..Kseniya@MAIL.RU = format_not_valid",""
"passed","Thu Jun 02 09:29:19 GMT 2022","Thu Jun 02 09:29:19 GMT 2022","526","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","Проверим корректность возвращаемых данных с правильным email и access_key","Проверим корректность возвращаемых данных с правильным email и access_key",""
"passed","Thu Jun 02 09:29:22 GMT 2022","Thu Jun 02 09:29:22 GMT 2022","11","","Валидируем email в mailboxlayer.com","","Валидируем email в mailboxlayer.com","Проверим права доступа к точке без access_key","Проверим права доступа к точке без access_key",""
